"x","y","w"
18.01,3.66356164612965,1
8.01,9.090623937747,1
12.01,7.65796306315172,1
4.01,9.15365571997425,1
0.00999999999999801,9.68095380060804,1
0.00999999999999801,8.91952807997415,1
17.01,8.35613206828751,1
10.01,9.14420056947164,1
0.00999999999999801,8.65860942027531,1
10.01,8.73036721169296,1
10.01,8.99176139931099,1
15.01,9.14420056947164,1
16.01,9.73765016347813,1
13.01,8.54979206228931,1
-6.99,7.37745887542957,0
1.01,8.43988008831357,1
6.01,8.35784100260846,1
6.01,9.33926467164499,1
9.01,8.04558828080353,1
-2.99,9.43350634491403,0
2.01,9.43350634491403,1
-0.990000000000002,8.48244443290182,0
11.01,9.87792973177672,1
15.01,7.60863251529442,1
2.01,10.4768450957166,1
9.01,9.25881808034234,1
10.01,9.11950931582549,1
3.01,8.07757129634173,1
6.01,8.98377097624227,1
11.01,7.87460219282291,1
3.01,8.81074598568959,1
7.01,8.94892887125857,1
-10.99,9.28729029108866,0
13.01,8.99956008205678,1
15.01,6.59030104819669,1
9.01,9.06220690392724,1
13.01,7.9585769038139,1
3.01,7.73543335249969,1
8.01,8.19973896063079,1
-9.99,8.4868494532634,0
16.01,8.88485393703947,1
16.01,6.33078980923927,1
-9.99,5.56068163101553,0
-1.99,9.58603332175068,0
11.01,9.18827058873243,1
16.01,8.45105338891169,1
2.01,9.59478066090335,1
17.01,8.97565043651967,1
17.01,9.21014435667269,1
-9.99,8.927977461002,0
-9.99,9.19589652091297,0
9.01,8.81877816903701,1
9.01,7.24708058458576,1
-11.99,6.2140479440064,0
17.01,9.74163189107894,1
9.01,9.14885634777616,1
-5.99,8.90530866118929,0
6.01,9.34487126493379,1
12.01,7.9974479416037,1
10.01,9.13089018078737,1
-7.99,9.07574323307436,0
10.01,8.79022043080842,1
18.01,9.24790970733136,1
18.01,8.79495823470644,1
-10.99,8.46012327320088,0
-9.99,8.592938668388,0
-0.990000000000002,8.29400966127554,0
3.01,8.46878419970854,1
12.01,8.92265296096848,1
15.01,7.37257045313295,1
-11.99,9.49450523112241,0
-0.990000000000002,8.39389497507174,0
8.01,8.91555579258112,1
10.01,7.21394501579975,1
6.01,8.81877816903701,1
1.01,9.44051198103393,1
7.01,7.08977680297778,1
1.01,8.73873546136347,1
8.01,8.95606209713275,1
15.01,9.89896533096963,1
-7.99,8.88182518298049,0
7.01,7.58882987830781,1
15.01,7.93316584788681,1
16.01,9.15678763964454,1
9.01,8.69495774998842,1
5.01,8.4675826908629,1
-11.99,8.69617584694468,0
-7.99,8.49655771348998,0
15.01,10.0432320864717,1
-1.99,5.64318280064868,0
-2.99,8.88182518298049,0
16.01,8.51026524461013,1
17.01,4.93706051748387,1
16.01,7.02439986302889,1
-1.99,8.87479490303873,0
3.01,8.366100461499,1
-11.99,8.85362545793062,0
-4.99,9.20748826169867,0
0.00999999999999801,8.8378263640077,1
7.01,8.40302961080612,1
7.01,8.20926489720105,1
14.01,7.64012317269536,1
5.01,8.50512061018197,1
13.01,8.1932896639531,1
-3.99,7.28344822875663,0
14.01,10.0910205225721,1
0.00999999999999801,8.78354947715327,1
6.01,7.12929754892937,1
3.01,9.25881808034234,1
7.01,8.95612915299417,1
11.01,6.47537111538097,1
-7.99,8.39542316553235,0
-7.99,8.51559191004926,0
1.01,8.78752562553291,1
12.01,9.45949784244869,1
14.01,7.72170318132379,1
-4.99,9.35819128334865,0
-6.99,7.92511408496668,0
2.01,8.82123670305022,1
6.01,7.50287057388326,1
0.00999999999999801,9.01263551062197,1
6.01,6.70426729131109,1
-10.99,8.89288614119073,0
14.01,9.57828910538747,1
12.01,9.8034461983559,1
-3.99,7.89165975470041,0
-2.99,8.8650009101139,0
13.01,9.75728187133584,1
7.01,8.72014710930706,1
18.01,5.20114543125344,1
17.01,8.83616461521334,1
6.01,10.222080904589,1
10.01,6.25382881157547,1
13.01,8.85362545793062,1
-4.99,8.89288614119073,0
7.01,8.81376565625103,1
10.01,8.21392359562274,1
14.01,9.07681355523405,1
14.01,6.03068526026126,1
18.01,8.6741969402259,1
4.01,8.74006787846469,1
15.01,7.81092020405876,1
16.01,9.14420056947164,1
15.01,8.25611932449635,1
-4.99,9.2103003321121,0
11.01,8.77955745588373,1
-0.990000000000002,8.90868917888196,0
-1.99,8.12839642368469,0
-2.99,9.217141217152,0
0.00999999999999801,8.50617272762814,1
3.01,8.48384321173468,1
7.01,8.20586305667007,1
-9.99,8.35209211671084,0
6.01,9.42317818866379,1
4.01,9.03593455135114,1
6.01,9.79287324247719,1
11.01,8.31089691467594,1
14.01,9.79811596910872,1
13.01,8.94791528534656,1
9.01,8.82506607121239,1
3.01,8.61609687134671,1
3.01,8.33327035325531,1
-3.99,9.90347358759487,0
6.01,9.2103003321121,1
7.01,8.93196950291179,1
7.01,9.12047688470904,1
-2.99,8.53109609658523,0
8.01,7.98901789619336,1
14.01,9.39608274752451,1
15.01,7.66505966714416,1
2.01,9.26444969762322,1
1.01,8.32069157104845,1
15.01,8.9525691711536,1
18.01,8.73773492343219,1
9.01,8.95088549905137,1
6.01,8.14089846060785,1
-0.990000000000002,9.76829540662397,0
0.00999999999999801,8.23662178078522,1
5.01,2.67827807158837,1
6.01,9.40916825722488,1
8.01,8.83608901229869,1
9.01,6.33448670159935,1
13.01,8.73036721169296,1
14.01,7.35244110024358,1
0.00999999999999801,6.72819791586045,1
18.01,9.31754675133828,1
12.01,10.0485312082155,1
6.01,8.73873546136347,1
2.01,4.60356886794134,1
5.01,8.84114160024281,1
7.01,6.64316456320097,1
14.01,9.39262188890605,1
18.01,6.03068526026126,1
-9.99,8.5665622430575,0
15.01,8.81623645696949,1
16.01,7.47022413589997,1
-4.99,8.33327035325531,0
-7.99,7.64883509002595,0
9.01,9.36645480318451,1
15.01,8.85807283284046,1
-7.99,7.35244110024358,0
14.01,9.15810347875635,1
16.01,7.17011954344963,1
7.01,7.03315366683972,1
16.01,8.73873546136347,1
-10.99,7.35244110024358,0
0.00999999999999801,8.85651849701986,1
1.01,7.64486187096874,1
-8.99,7.56216163122565,0
-7.99,6.33078980923927,0
-0.990000000000002,9.01440817167564,0
17.01,9.42607411647767,1
15.01,9.0479956001062,1
5.01,8.89288614119073,1
5.01,8.59611528947013,1
6.01,8.9584732170303,1
3.01,8.45482408622662,1
9.01,8.89552554423717,1
8.01,9.31735987208613,1
-0.990000000000002,10.7237060956008,0
5.01,8.16040398313708,1
18.01,8.70483390968779,1
9.01,9.54536010332932,1
10.01,8.51756909731726,1
14.01,8.51329762526038,1
-3.99,7.31300706681311,0
2.01,9.1066140454772,1
-6.99,9.56794208359867,0
-6.99,9.15908922308208,0
15.01,9.10193072459012,1
-2.99,8.4385308132016,0
0.00999999999999801,9.39262188890605,1
7.01,9.09891255075677,1
-0.990000000000002,8.9751242394277,0
3.01,8.29893769846982,1
17.01,9.11276727237096,1
15.01,8.34717331398657,1
-2.99,9.43935462569504,0
11.01,9.37270748330954,1
14.01,7.33901804818839,1
-9.99,8.34495183018623,0
12.01,8.84908351853234,1
-5.99,7.12929754892937,0
-7.99,9.73765016347813,0
-10.99,7.69980613947256,0
12.01,9.69888360026701,1
-9.99,9.4077606645323,0
-2.99,8.96951641495734,0
-0.990000000000002,7.3185395485679,0
18.01,8.61118609774669,1
-1.99,8.97637344402029,0
3.01,7.82244472948932,1
-1.99,9.03463364667724,0
3.01,7.28344822875663,1
-5.99,8.71538152925723,0
7.01,9.37835003958796,1
5.01,5.67579444230053,1
7.01,8.81877816903701,1
11.01,7.2283884515736,1
2.01,8.47628788043698,1
-1.99,9.24956108512946,0
11.01,8.57670662624007,1
12.01,9.75066969179307,1
-0.990000000000002,10.6213254401968,0
-5.99,8.52192601687671,0
-1.99,5.96614673912369,0
-3.99,7.85483121109803,0
-3.99,8.58441813384968,0
-1.99,7.41697962138115,0
-8.99,8.36875809634036,0
-10.99,7.84652743437998,0
-9.99,9.08704215563169,0
-6.99,8.51694511377252,0
-3.99,8.77955745588373,0
-2.99,8.64963099312407,0
-3.99,9.17790393722511,0
-5.99,8.33176917070426,0
-3.99,10.2428128581397,0
15.01,9.46495465572994,1
11.01,8.5956346177228,1
8.01,8.39389497507174,1
-2.99,9.11950931582549,0
14.01,9.48794784218155,1
14.01,9.03593455135114,1
-6.99,10.2035906982262,0
-6.99,5.88565947803396,0
16.01,9.39262188890605,1
16.01,9.20628812975277,1
6.01,10.0827093393001,1
14.01,9.49969701810899,1
13.01,7.8753928926752,1
-0.990000000000002,8.98819632099506,0
0.00999999999999801,7.44775128004791,1
7.01,9.02385170733593,1
18.01,7.82202796033641,1
18.01,9.45795638969915,1
-3.99,8.90918123687474,0
-1.99,9.03593455135114,0
9.01,9.39262188890605,1
12.01,5.25687020208108,1
-3.99,8.91408834884133,0
-3.99,7.72285452707062,0
5.01,8.96187901267768,1
13.01,8.81646779542422,1
-4.99,8.69947470834611,0
-0.990000000000002,7.63611511830075,0
7.01,9.21455549926957,1
11.01,8.14089846060785,1
18.01,9.19277906307957,1
-7.99,9.26499139689534,0
11.01,9.13415027577313,1
12.01,8.81877816903701,1
12.01,7.35244110024358,1
10.01,9.64386411840299,1
-2.99,9.42221101274541,0
14.01,8.74031752379577,1
14.01,8.80022248870417,1
13.01,9.30428598481871,1
16.01,8.96187901267768,1
17.01,8.5350880756481,1
7.01,7.9402277651457,1
-7.99,9.1735975706371,0
3.01,9.00270100719794,1
7.01,6.70426729131109,1
6.01,9.53240646270573,1
15.01,9.26916760740221,1
17.01,7.63133469034456,1
2.01,9.79811596910872,1
-8.99,9.434753507652,0
15.01,8.46353072763032,1
-3.99,8.01168672912785,0
18.01,9.15470078345674,1
-6.99,8.96931797160006,0
12.01,9.30291225350471,1
15.01,7.29410550664047,1
2.01,8.60520406873895,1
9.01,8.78998293920917,1
-8.99,9.09150272768117,0
13.01,9.67633095482901,1
8.01,8.67597312296341,1
-6.99,8.62929257093417,0
7.01,10.2399569292202,1
8.01,9.94270826568941,1
-3.99,8.95297278299543,0
6.01,8.81877816903701,1
10.01,5.90710423833442,1
11.01,9.19336099968299,1
11.01,9.40613737611337,1
13.01,7.04228617193974,1
15.01,9.03419967425731,1
17.01,8.020441404801,1
-1.99,8.59899438809898,0
3.01,8.88052434178356,1
4.01,7.96021190620322,1
11.01,8.98168163997386,1
13.01,8.36863744271022,1
2.01,8.85651849701986,1
8.01,9.13235285888543,1
11.01,8.10480016108576,1
-3.99,9.36734412078585,0
3.01,7.38393979459953,1
-4.99,9.09068260647864,0
2.01,8.64963099312407,1
-4.99,8.42767099450018,0
-7.99,8.73873546136347,0
16.01,7.65056847237294,1
-1.99,9.43346470435571,0
18.01,8.70414399067246,1
18.01,5.74300318780948,1
12.01,8.9211959026181,1
15.01,7.39134125221173,1
3.01,9.77295734381477,1
4.01,9.14180878498519,1
6.01,8.77955745588373,1
-6.99,8.84803822711909,0
-2.99,7.6889133368648,0
16.01,8.61241609823625,1
18.01,8.55641390456952,1
-9.99,9.18192442033829,0
16.01,8.536211197252,1
15.01,9.31820055383246,1
16.01,8.49793700268593,1
-10.99,8.35674266357953,0
13.01,9.42531951313731,1
15.01,7.41697962138115,1
13.01,8.00632752778616,1
12.01,8.56378665517051,1
-6.99,8.81368834073571,0
2.01,9.16889318206201,1
18.01,8.45105338891169,1
12.01,8.67277373577659,1
4.01,9.34300586247189,1
18.01,9.15903443359422,1
16.01,9.1483585796203,1
1.01,6.34549597011491,1
7.01,8.81877816903701,1
7.01,8.485240036718,1
-7.99,8.39671452140545,0
7.01,8.5267791303917,1
4.01,9.23536077001586,1
18.01,8.5762165318657,1
-7.99,8.80022248870417,0
-3.99,8.61713264313896,0
-7.99,9.25335383846667,0
0.00999999999999801,7.76939552490218,1
10.01,8.90868917888196,1
-2.99,9.03326903207913,0
4.01,8.97116903477626,1
16.01,8.73873546136347,1
4.01,8.51715315155215,1
8.01,8.00632752778616,1
1.01,8.67036741810576,1
7.01,7.30918556542567,1
17.01,4.36335332665567,1
9.01,8.51715315155215,1
-7.99,9.12144362504308,0
-8.99,8.96374394678522,0
-3.99,8.69617584694468,0
3.01,8.28644074867814,1
-1.99,9.16948918188,0
-4.99,8.97945692280837,0
-3.99,8.57238571474067,0
2.01,9.39262188890605,1
1.01,8.70939247883624,1
3.01,7.08673793451058,1
-8.99,7.80139132029149,0
11.01,9.51192534959696,1
14.01,8.27696451456074,1
-1.99,7.45680110146869,0
2.01,8.46210322509828,1
4.01,6.84161547647759,1
-2.99,8.82345953380404,0
3.01,8.36791332844489,1
-1.99,8.45659356928731,0
-6.99,8.46561356903416,0
1.01,8.16544325094122,1
-3.99,8.60520406873895,0
-0.990000000000002,6.60307621981935,0
-6.99,8.77955745588373,0
13.01,8.56338949965644,1
-5.99,8.25800784344472,0
5.01,8.92928693255525,1
-7.99,6.65929391968364,0
16.01,8.69947470834611,1
12.01,6.47936948374239,1
17.01,3.5204607799168,1
-4.99,8.55641390456952,0
-2.99,8.65172408437384,0
1.01,8.26873183211774,1
-11.99,7.67693714581808,0
-0.990000000000002,8.9998810492745,0
-3.99,8.52026843846189,0
12.01,9.68283588900623,1
-2.99,9.83612473432366,0
10.01,8.80530317523058,1
4.01,10.0475862054911,1
5.01,7.74064699347767,1
4.01,8.91121712158265,1
-10.99,8.96187901267768,0
-6.99,5.04985600724954,0
17.01,6.31586425544619,1
6.01,9.10187282093743,1
9.01,7.52751421780345,1
12.01,9.12081817506013,1
-3.99,9.03593455135114,0
2.01,6.89304767488565,1
10.01,7.35244110024358,1
2.01,8.43864332235497,1
1.01,8.21350095524115,1
1.01,8.39601035221001,1
12.01,9.14841385325494,1
14.01,8.23510611482663,1
-6.99,8.79700435472326,0
11.01,9.209832235084,1
7.01,9.71165859959144,1
8.01,9.043888973204,1
-10.99,7.49538635995011,0
1.01,8.98715684183549,1
18.01,7.39709573479739,1
-11.99,7.50659178007084,0
17.01,9.06280977200112,1
10.01,9.45490717294298,1
5.01,8.67756898619676,1
4.01,6.43615036836943,1
10.01,8.46298199276783,1
5.01,9.08055052015711,1
16.01,9.65502619323763,1
12.01,8.93485034028976,1
6.01,8.81877816903701,1
9.01,7.83280751652486,1
6.01,8.98168163997386,1
15.01,10.3891873570983,1
3.01,7.21471044833073,1
7.01,8.81113364222988,1
7.01,9.39884282019672,1
15.01,9.3389903630865,1
14.01,9.17822618349111,1
15.01,8.51767305673121,1
10.01,8.9770959908135,1
-2.99,9.30957377625903,0
17.01,8.6773918677307,1
-3.99,9.62077974155281,0
16.01,7.43032763021423,1
15.01,8.6714375610509,1
14.01,9.10493981645427,1
18.01,7.3185395485679,1
7.01,7.96726630048801,1
-7.99,8.82842381048851,0
-0.990000000000002,8.56636423542269,0
-0.990000000000002,8.927977461002,0
18.01,4.77541914095562,1
13.01,7.78314069987704,1
-5.99,8.21406443606484,0
-6.99,7.75790620835175,0
-10.99,8.64534013094603,0
-7.99,7.92210153097887,0
12.01,9.11213637043385,1
14.01,7.01556875291468,1
14.01,8.88305219961918,1
0.00999999999999801,8.94473284110616,1
-6.99,7.08977680297778,0
-4.99,6.65929391968364,0
12.01,8.71844774516417,1
15.01,8.79432786735545,1
16.01,3.45694737511956,1
11.01,8.29893769846982,1
1.01,9.30561051191642,1
5.01,8.03990551970295,1
0.00999999999999801,9.28367260386809,1
-5.99,8.85436802713903,0
-2.99,9.20482519128807,0
-4.99,8.56952756966444,0
17.01,9.10493981645427,1
-3.99,9.31103243900625,0
-5.99,8.10165348106166,0
16.01,9.13510378842053,1
1.01,7.6889133368648,1
-11.99,6.49205800770727,0
6.01,8.64963099312407,1
-0.990000000000002,10.477269929526,0
2.01,7.86286662895818,1
18.01,8.12563098847706,1
18.01,9.2591152830531,1
18.01,9.21232638682374,1
3.01,8.96187901267768,1
14.01,8.98168163997386,1
16.01,6.46894017226092,1
-7.99,8.19973896063079,0
-2.99,7.67089483136212,0
15.01,8.63012890750086,1
15.01,8.55350967635439,1
-9.99,8.72175883078916,0
-4.99,8.01358147497301,0
18.01,9.13695218278385,1
10.01,8.96314486279388,1
-9.99,8.76934548473601,0
2.01,8.59216703441032,1
2.01,7.81449655569641,1
7.01,7.19539737260743,1
-7.99,9.02159341173205,0
-9.99,8.72565020278741,0
10.01,9.39262188890605,1
0.00999999999999801,9.61701275884249,1
-2.99,8.4897397913764,0
-9.99,7.20934025660291,0
7.01,8.61609687134671,1
0.00999999999999801,9.28478341633516,1
-11.99,8.63642587027644,0
11.01,8.73765157840127,1
-1.99,8.87297493383486,0
0.00999999999999801,8.09564745388165,1
17.01,9.58188183764743,1
1.01,7.87103647245475,1
3.01,8.27046366746217,1
18.01,9.0676194516483,1
15.01,6.90771530015565,1
15.01,9.25041070907276,1
5.01,9.36872096030097,1
3.01,8.87472216509898,1
10.01,8.30422764846911,1
3.01,8.89758932542882,1
-1.99,7.18520518826721,0
15.01,9.27244716689001,1
18.01,9.27693299537937,1
16.01,9.48794784218155,1
10.01,8.88182518298049,1
-7.99,8.93320515466992,0
-11.99,4.24391333692392,0
-6.99,8.88391747120797,0
-4.99,7.63561296533889,0
16.01,9.47270463644367,1
6.01,8.46627030539272,1
15.01,8.75165170516906,1
16.01,8.69947470834611,1
4.01,9.72193687041693,1
16.01,9.38509668184295,1
2.01,7.29587071563341,1
15.01,7.23365758540232,1
7.01,6.93894387249978,1
18.01,8.50627787851606,1
1.01,9.57385227143831,1
15.01,7.08977680297778,1
-0.990000000000002,9.99575128198859,0
14.01,9.22598531783586,1
16.01,6.98523475847786,1
6.01,8.80327398250104,1
7.01,7.58249406980579,1
16.01,8.96414313681584,1
15.01,9.50296224984163,1
13.01,10.3734674388242,1
13.01,8.70776068612033,1
15.01,7.35244110024358,1
15.01,8.76342807395385,1
-4.99,9.15689735905914,0
7.01,10.3889793826131,1
-3.99,9.01649343365021,0
13.01,8.05685790710601,1
-1.99,9.47270463644367,0
-2.99,7.35244110024358,0
-6.99,8.65236026950341,0
16.01,9.39262188890605,1
8.01,8.05949116436497,1
-2.99,9.61580014152843,0
5.01,8.84706655484883,1
8.01,8.30641290149683,1
3.01,7.49971102978417,1
-3.99,8.88794540047647,0
18.01,9.24956108512946,1
-6.99,7.996222941393,0
5.01,7.31300706681311,1
14.01,7.4895909083733,1
8.01,8.08705009463421,1
17.01,4.31588679548955,1
-11.99,8.64259160081057,0
12.01,8.42858053305963,1
10.01,8.15489104655914,1
18.01,9.77971861951129,1
17.01,9.35859485288962,1
4.01,8.77947744967851,1
-0.990000000000002,2.98365970390281,0
15.01,10.2127926732412,1
0.00999999999999801,8.85161764358323,1
1.01,8.29997207028078,1
17.01,9.04781202147815,1
18.01,9.58621185041342,1
-7.99,8.91219844696001,0
7.01,9.08704215563169,1
10.01,8.34630998993405,1
16.01,8.61468281269349,1
-3.99,9.50598465586557,0
4.01,9.44714063506456,1
5.01,9.00474692969739,1
18.01,8.76082303639606,1
1.01,10.0383820294109,1
6.01,9.11950931582549,1
-2.99,9.38840957348643,0
1.01,6.94697599213542,1
-7.99,8.54918787082753,0
-5.99,8.55441192071653,0
18.01,9.02033653028911,1
9.01,8.12563098847706,1
9.01,9.72193687041693,1
11.01,8.96187901267768,1
14.01,6.0794753964842,1
5.01,8.88182518298049,1
-3.99,7.90594303787999,0
-0.990000000000002,8.47953290079522,0
9.01,7.71754704358884,1
3.01,9.2103003321121,1
-4.99,7.6008624807156,0
-11.99,6.99576615630485,0
-5.99,8.22818758723262,0
-5.99,10.0640627240425,0
6.01,8.96440911255916,1
-6.99,9.23900555221062,0
11.01,8.24307207249171,1
-5.99,8.51559191004926,0
13.01,8.71341765337918,1
11.01,7.41697962138115,1
4.01,9.02215843445941,1
-0.990000000000002,9.19826779074191,0
0.00999999999999801,7.73543335249969,1
-5.99,9.23042922515632,0
-6.99,9.12694135459756,0
-0.990000000000002,8.60938576796228,0
0.00999999999999801,8.35991224305752,1
-5.99,7.31300706681311,0
-5.99,8.5080636554547,0
-0.990000000000002,9.47270463644367,0
9.01,7.91186638668997,1
-1.99,9.12172771361958,0
6.01,8.33875525546989,1
5.01,8.60272480384674,1
18.01,7.82390195751236,1
-7.99,9.35283939393351,0
-2.99,9.11950931582549,0
13.01,6.90563303349422,1
-3.99,8.10244109831036,0
-0.990000000000002,8.55551346549182,0
16.01,8.92928693255525,1
-1.99,8.94845599234554,0
4.01,8.63504020072071,1
3.01,8.84654295537325,1
5.01,7.92153563213355,1
14.01,9.02647997552559,1
16.01,7.35244110024358,1
-7.99,8.6376251461422,0
11.01,8.33327035325531,1
12.01,8.51715315155215,1
-3.99,6.28338756823438,0
14.01,6.97750518806256,1
13.01,9.25881808034234,1
-1.99,8.88701175910744,0
-0.990000000000002,8.01426961369403,0
9.01,9.14929864658258,1
14.01,8.32700074024171,1
-1.99,8.67863153729377,0
-1.99,7.17011954344963,0
4.01,8.92265296096848,1
8.01,7.50315732300639,1
15.01,8.66750795207511,1
16.01,9.5473667240203,1
15.01,8.80327398250104,1
12.01,6.7990558620588,1
-8.99,7.17011954344963,0
-0.990000000000002,9.16948918188,0
14.01,8.73873546136347,1
15.01,9.07103228167271,1
-10.99,9.28729029108866,0
-7.99,8.26873183211774,0
-0.990000000000002,8.65906076186723,0
2.01,9.15908922308208,1
10.01,6.68431169486962,1
7.01,8.44604086805973,1
-5.99,9.04781202147815,0
18.01,9.53748062656625,1
13.01,9.08962703399086,1
17.01,9.12648905355612,1
10.01,8.66974258987652,1
-2.99,8.75870144945928,0
12.01,8.80233600752744,1
14.01,7.47760424319759,1
7.01,9.20873909060921,1
6.01,8.82521894708781,1
-3.99,9.29257268791848,0
3.01,9.06629903212102,1
6.01,9.04542323359501,1
11.01,9.35387609500144,1
14.01,10.190524934798,1
-11.99,9.0543365927568,0
-9.99,7.45830146278707,0
8.01,8.77755545321306,1
1.01,8.66974258987652,1
16.01,3.21727450682145,1
-10.99,8.33327035325531,0
11.01,9.06947703226998,1
14.01,8.92500755608817,1
17.01,7.75790620835175,1
8.01,9.4235143922529,1
12.01,7.63385355968177,1
2.01,9.21175538599647,1
4.01,8.26833173706635,1
-4.99,8.66553734169101,0
-1.99,8.49389997519043,0
-6.99,8.95874076771281,0
17.01,8.99711741909603,1
11.01,9.34487126493379,1
7.01,9.56688689946675,1
15.01,9.2983512492989,1
11.01,9.21739938280598,1
15.01,8.37140879985892,1
12.01,9.09068260647864,1
12.01,9.35872931182207,1
-5.99,8.26859848488604,0
17.01,4.0910056481984,1
4.01,9.16948918188,1
16.01,7.9585769038139,1
12.01,9.15084515364737,1
17.01,8.5762165318657,1
7.01,8.33201952434477,1
4.01,7.48638905906524,1
5.01,8.56567089978239,1
7.01,7.88951906222544,1
2.01,7.6677383351612,1
17.01,7.1234471116384,1
4.01,9.63387067929783,1
5.01,7.53919722554062,1
11.01,8.758129539169,1
17.01,8.45105338891169,1
3.01,8.86749506769767,1
4.01,8.00857841944141,1
13.01,7.53476265703754,1
2.01,9.2320079297044,1
7.01,9.16383974789434,1
12.01,8.51548773404395,1
11.01,8.88182518298049,1
13.01,4.42747791215858,1
15.01,6.94697599213542,1
14.01,9.49266412007413,1
0.00999999999999801,9.28352766373732,1
-5.99,8.48384321173468,0
17.01,8.76724192103495,1
15.01,8.96361084802212,1
-2.99,8.7727342002818,0
0.00999999999999801,8.32762949697308,1
9.01,7.44775128004791,1
5.01,8.69947470834611,1
9.01,7.17011954344963,1
15.01,9.79811596910872,1
-0.990000000000002,8.72125012154071,0
13.01,9.41146731099966,1
11.01,8.88182518298049,1
-6.99,8.29439955446079,0
13.01,9.01187478470755,1
14.01,8.40907333843216,1
9.01,9.2983512492989,1
9.01,7.71592615787222,1
18.01,7.65525804640617,1
-4.99,8.67384130808603,0
13.01,9.49129082907093,1
15.01,7.48930031025736,1
18.01,9.34514396526406,1
-1.99,9.76453804859816,0
18.01,7.35510423951485,1
12.01,8.50564680727394,1
12.01,8.21053759318111,1
5.01,8.1101268019411,1
7.01,9.10493981645427,1
11.01,6.25382881157547,1
2.01,8.68744216697592,1
-7.99,8.80366454589315,0
15.01,7.77988511507052,1
12.01,10.3957246589417,1
3.01,9.08208876671194,1
7.01,9.0168090716799,1
14.01,9.21414114768107,1
16.01,6.75460409948796,1
0.00999999999999801,8.65172408437384,1
6.01,9.47314451864766,1
10.01,8.30974581541851,1
-10.99,9.328094935005,0
-1.99,8.46298199276783,0
8.01,6.94697599213542,1
10.01,7.72653018751701,1
11.01,8.88182518298049,1
11.01,3.91042168738139,1
10.01,9.06015454308338,1
-10.99,9.43025629823312,0
18.01,8.96187901267768,1
-4.99,8.33327035325531,0
-3.99,9.90347358759487,0
3.01,9.2103003321121,1
-0.990000000000002,9.02641753381525,0
-1.99,8.23012961255369,0
